"","Eagle_002_null","Eagle_004_null","Eagle_006_null","Eagle_007_null","Eagle_008_null","Eagle_012_null","Eagle_013_null","Eagle_014_null","Eagle_015_null","Eagle_020_null","Eagle_021_null","Eagle_022_null"
"DDX17",14.0188845841792,14.0678757616255,14.509334224423,14.187150617619,14.2658215476024,14.1684627676445,14.4552644942382,14.5698845451209,14.3461779324766,14.4612034127066,14.6041436344439,14.1486627308507
"KDELR3",6.13588524958244,5.35716127001146,4.61953835921385,4.8459519086161,5.85060904407084,6.80570645687188,6.36661507500247,5.60057317214628,6.89260136397364,5.79562977864711,5.41024788542057,5.24820547399843
"LOC104828621",2.89958831457956,0.888170518058108,0.7778806086908,0,1.04955692533705,0,2.11343854965621,0,3.00987195213854,1.72455900176175,0,1.7281197524699
"KCNJ4",3.45771703800867,1.43384356186366,1.94801793110362,1.48073894894034,2.66663623266713,4.22023265986623,2.93629466187266,2.6508208112503,4.22012279355223,2.02611114019495,1.08563139988642,2.84154789629246
"CSNK1E",7.83138430352477,8.50899659092904,6.85863053352893,8.22490653969592,7.15204156606326,4.9652230286793,7.38681708337298,7.89051331641652,6.243788109823,7.79610405567257,7.4133564650239,8.74448795773013
"TMEM184B",12.1849021524108,12.0756120436463,12.4086056179183,12.2779603247205,12.2541624419727,12.2193198749081,12.1290995655472,12.1699292742909,12.2050152828561,12.038396111848,12.3774061738767,12.1591514597263
"MAFF",5.99681675016643,5.57880343157312,5.82628391055569,6.44234624252322,6.24588700541743,5.81854509368073,6.30723787646321,5.63929772656959,6.01110120998666,6.40498376725761,5.52017594768281,6.13727252829072
"PLA2G6",9.92928781068225,9.85860595102407,10.0244089093405,10.1884486802837,10.1485880476412,9.88559367122257,10.0462925830033,9.80096673061516,10.1007169038312,9.87151273702698,9.99918127270591,9.43903360430353
"BAIAP2L2",7.16746250614271,6.16226424123295,7.19047525760051,6.63663050922339,7.42779930477026,7.20113965905557,7.58732612271704,6.82279646261786,7.28732866671502,7.11394206285737,6.90646055925967,6.8755204351291
"SLC16A8",4.30735099526922,2.39345409347058,3.02610983206091,2.45346258003119,4.26214739375435,4.22023265986623,3.45702197429733,2.92605752105149,4.3254086869053,2.83715794418572,3.73826472252,3.65131444134725
"PICK1",9.28474257716469,9.68904041764025,9.78832384072356,9.8576689099815,9.59319242227532,9.4901465427836,9.83129630741348,9.50849546637044,9.46164715572808,9.27663738765737,9.45623133460056,9.33781402078711
"SOX10",4.61463152304905,2.9646981937908,2.19315696686453,2.19592486016483,3.7906395030197,3.76543949543001,2.93629466187266,2.6508208112503,3.84843425197599,2.67306914530343,3.47258355952224,2.98893419713205
"POLR2F",8.64980341083568,8.26748319241953,8.55524229483719,8.60263732182562,8.60896235510615,8.75451773891485,8.28583926741885,8.2508388176535,8.58527305578962,8.19067371857929,8.89741271461987,7.70850583735227
"DLX6",2.78128993678143,1.43384356186366,0.7778806086908,1.48073894894034,0,1.81550182642114,0,1.86398697574592,1.26962320720571,1.34285467679189,2.45660022845605,2.27945031107605
"SHFM1",9.98471068441903,10.1849761412551,10.2936335602281,10.4462856748466,10.4648113424743,10.8078317064488,10.0394670260501,10.183205946497,10.3666192545416,10.3681192145746,10.523895826184,9.88486910095956
"SLC25A13",10.0226850043815,10.3350614333251,10.3172594601746,10.1806780127179,10.0162338091839,10.0454931510491,10.3900263330716,10.1683879632981,9.78027517957843,10.2263577010809,10.2404592702489,9.6280089716909
"DYNC1I1",7.6149965941648,6.83491432455476,6.19329130761609,6.09084004942157,6.60422651079975,7.15086369619029,5.76116365554113,6.41758112589664,7.30030161259735,6.05098939348514,6.67252958161327,6.65043684392496
"PDK4",10.6680942651804,9.46421098268068,9.85885754731799,11.9188878139242,10.469173450961,8.75451773891485,11.4796538794351,9.43336013474272,8.91332683201794,8.95126583058745,8.73590547287142,9.85274965001919
"ASB4",3.91640039815661,2.79821504117711,2.74779155296841,2.19592486016483,2.40042212961031,3.46979244472815,3.45702197429733,3.35620418230177,3.13100043204251,2.48789323109939,3.14667620208267,2.27945031107605
