"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FMNL2",156.924446704599,1.62616038119864,0.464812092571728,3.4985328634661,0.000467825432287031,0.0245729759934849
"RIPK2",57.873603637896,1.63068541056643,0.421914678959232,3.8649648658562,0.000111105191699954,0.00777224336407974
"LOC104838569",13.2808001289977,1.6333784338178,0.528793483442205,3.08887776601415,0.00200914083232975,0.0714256623765001
"GPR56",111.846804233055,1.63585712353066,0.504171994173052,3.24464100036696,0.0011759878031374,0.049177671767564
"PIK3C2B",54.6365054905631,1.64424021415442,0.421214128331259,3.90357327440195,9.47828365244051e-05,0.00685144504019271
"LOC104828865",28.7076305261642,1.64526821581873,0.42328053635287,3.88694512153789,0.000101513692382115,0.00728196576584774
"IL1R2",485.15185503475,1.65110739135604,0.473330591891918,3.48827525547526,0.000486147326621556,0.0251010762520926
"1-Mar",179.516601156871,1.65244385895181,0.440796766094397,3.74876583962491,0.0001777069064925,0.0113182755455434
"LOC104831182",56.9458202080205,1.65365391720907,0.438531821142097,3.77088694020505,0.000162668363561754,0.0107361119950758
"IL1RAP",905.555842336595,1.6542888637556,0.376169423878855,4.39772283110486,1.0939255153736e-05,0.00122101392083612
"LOC104836629",1653.32754240333,1.65806715288479,0.439187570730638,3.77530527589024,0.00015981182483699,0.0105936397424695
"LOC104838417",23.5589672423676,1.66201039898731,0.53883140885081,3.08447201051616,0.00203913796034275,0.0723226968177641
