"","Eagle_002_lps","Eagle_004_lps","Eagle_006_lps","Eagle_007_lps","Eagle_008_lps","Eagle_012_lps","Eagle_013_lps","Eagle_014_lps","Eagle_015_lps","Eagle_020_lps","Eagle_021_lps","Eagle_022_lps"
"ATG12",20.485028829045,216.362859021675,266.791950850783,252.523482670671,209.372166864781,129.671392175346,256.570190416426,168.45841173943,151.017515762718,239.085376311057,96.2343058459117,129.737105947326
"CDO1",42.6771433938437,13.0410490369229,44.4653251417972,8.41744942235569,25.2022052707607,15.2554579029819,23.8875694525638,0,4.24405196522862,13.1005685649894,11.8023205282722,3.7185794698278
"TMED7",204.281259711865,540.017985119852,489.11857655977,697.487274548991,554.448515956735,307.651734376801,537.912675079955,420.573041553542,430.0639324765,471.62046833962,335.45826424589,400.780231748108
"NEUROD6",40.97005765809,0.88916243433565,0,0.290256876632955,1.9386311746739,0,0.8847247945394,1.14597559006415,0.70734199420477,0,1.81574161973418,0.413175496647534
"PPP1R17",178.674973675559,3.26026225923072,0,2.32205501306364,7.7545246986956,0,3.5388991781576,2.2919511801283,3.18303897392146,3.27514214124736,8.17083728880383,2.06587748323767
"PDE1C",4154.47765224604,64.0196952721668,74.1088752363287,69.6616503919092,108.563345781738,86.4475947835639,108.821149728346,72.1964621740413,73.9172383943985,108.079690661163,193.376482501691,62.8026754904251
"LOC104828631",89.3374868377795,1.7783248686713,0,0.58051375326591,0,5.08515263432729,0,0,1.06101299130715,3.27514214124736,2.26967702466773,0.413175496647534
"CAPN7",421.650176731176,1762.61633233137,1496.99927977384,2039.63507209977,1839.76098476553,1520.46063766386,1777.41211222966,1800.32765199078,1655.18026643916,1775.12704055607,1694.54086661693,2013.40419516343
"SH3BP5",703.319323130544,1432.73706919284,2727.2066086969,1037.95859083945,2198.4077520802,851.763066249821,1075.82535015991,440.054626584633,244.386658997748,867.91266743055,1369.97705208944,391.277195325214
"METTL6",110.960572823994,159.752850702305,192.683075614455,134.679190757691,129.888288703151,139.841697444,140.671242331765,110.013656646158,86.2957232929819,85.1536956724314,191.560740881956,95.4435397255803
"EAF1",241.837145898448,460.289753507755,474.296801512504,422.904269254215,352.83087379065,383.92902389171,331.771797952275,387.339749441682,319.718581380556,350.440209113468,466.191660866752,354.091400626936
"MTURN",109.25348708824,3.5566497373426,0,2.90256876632955,0,2.54257631716365,2.6541743836182,1.14597559006415,1.76835498551192,0,4.99328945426901,1.2395264899426
"LOC104828612",306.137375278506,39.1231471107686,29.6435500945315,26.7036326502318,32.9567299694563,40.6812210746183,30.0806430143396,19.4815850310905,4.597722962331,42.5768478362157,54.018313187092,12.395264899426
"NOD1",350.521604408103,118.851378722865,118.574200378126,74.5960172946694,83.3611405109776,78.819865832073,86.7030298648612,90.5320716150677,55.8800175421768,52.4022742599578,80.8005020781712,122.29994700767
"GGCT",83.6472010519337,32.6026225923072,88.9306502835945,29.6062014165614,19.386311746739,33.0534921231274,29.1959182198002,44.6930480125018,29.7083637566003,26.2011371299789,29.5058013206805,36.359443704983
"ENTPD3",209.402516919126,44.4581217167825,29.6435500945315,35.4113389492205,42.6498858428258,10.1703052686546,33.6195421924972,22.919511801283,16.6225368638121,32.7514214124736,33.1372845601488,26.4432317854422
"RPL14",186.072345197159,962.073753951173,1660.03880529376,1115.45717690045,1339.59414169966,1416.21500866015,1143.94915933944,1394.65229310807,1750.67143565681,1080.79690661163,1056.30768728036,1437.43755283677
